数据时间,总有功功率（kw）
2018/7/26 13:00,319690.6836
2018/7/26 13:15,307250.2732
2018/7/26 13:30,306942.3765
2018/7/26 13:45,307914.6579
2018/7/26 14:00,321612.6954
2018/7/26 14:15,310902.3005
2018/7/26 14:30,311410.2469
2018/7/26 14:45,315122.4475
2018/7/26 15:00,324399.0743
2018/7/26 15:15,313318.6494
2018/7/26 15:30,313878.8275
2018/7/26 15:45,314174.7979
2018/7/26 16:00,325711.9624
2018/7/26 16:15,313390.682
2018/7/26 16:30,313064.7316
2018/7/26 16:45,313498.1879
2018/7/26 17:00,326304.2964
2018/7/26 17:15,328929.3167
2018/7/26 17:30,310429.6514
2018/7/26 17:45,304601.7768
2018/7/26 18:00,312227.627
2018/7/26 18:15,299804.1872
2018/7/26 18:30,300176.3099
2018/7/26 18:45,298225.1472
2018/7/26 19:00,307014.5385
2018/7/26 19:15,312015.8607
2018/7/26 19:30,298051.1592
2018/7/26 19:45,296951.8862
2018/7/26 20:00,306508.1611
2018/7/26 20:15,295373.242
2018/7/26 20:30,297932.3175
2018/7/26 20:45,294536.1387
2018/7/26 21:00,302766.3452
2018/7/26 21:15,293186.5858
2018/7/26 21:30,292762.2109
2018/7/26 21:45,291195.8624
2018/7/26 22:00,305482.6321
2018/7/26 22:15,293649.0966
2018/7/26 22:30,293823.4928
2018/7/26 22:45,292872.6249
2018/7/26 23:00,299565.6899
2018/7/26 23:15,290365.2739
2018/7/26 23:30,285930.0639
2018/7/26 23:45,284317.9761
2018/7/27 0:00,291017.0454
2018/7/27 0:15,279532.0575
2018/7/27 0:30,275857.0727
2018/7/27 0:45,273329.4908
2018/7/27 1:00,280870.3849
2018/7/27 1:15,269679.8828
2018/7/27 1:30,269242.7122
2018/7/27 1:45,267629.3314
2018/7/27 2:00,271439.3388
2018/7/27 2:15,261296.1277
2018/7/27 2:30,260151.208
2018/7/27 2:45,258804.5321
2018/7/27 3:00,266728.513
2018/7/27 3:15,256979.5156
2018/7/27 3:30,258604.3667
2018/7/27 3:45,257736.4387
2018/7/27 4:00,263203.8954
2018/7/27 4:15,253952.5403
2018/7/27 4:30,254178.7347
2018/7/27 4:45,253830.255
2018/7/27 5:00,264343.7655
2018/7/27 5:15,253112.0923
2018/7/27 5:30,253567.2486
2018/7/27 5:45,253358.7079
2018/7/27 6:00,262845.0592
2018/7/27 6:15,255174.1952
2018/7/27 6:30,254419.2825
2018/7/27 6:45,258378.09
2018/7/27 7:00,267106.2355
2018/7/27 7:15,262204.5098
2018/7/27 7:30,264013.8961
2018/7/27 7:45,267645.4901
2018/7/27 8:00,279202.313
2018/7/27 8:15,276671.5713
2018/7/27 8:30,283794.6062
2018/7/27 8:45,292436.254
2018/7/27 9:00,309037.9532
2018/7/27 9:15,302158.6054
2018/7/27 9:30,305151.4323
2018/7/27 9:45,309395.1432
2018/7/27 10:00,326527.4987
2018/7/27 10:15,316371.6623
2018/7/27 10:30,317632.8267
2018/7/27 10:45,318715.2449
2018/7/27 11:00,332413.7844
2018/7/27 11:15,324034.2388
2018/7/27 11:30,322870.4698
2018/7/27 11:45,322607.8761
2018/7/27 12:00,328808.0268
2018/7/27 12:15,311972.1822
2018/7/27 12:30,313747.9418
2018/7/27 12:45,316233.593
2018/7/27 13:00,327813.388
2018/7/27 13:15,316270.6054
2018/7/27 13:30,314750.5271
2018/7/27 13:45,316768.0161
2018/7/27 14:00,329360.2808
2018/7/27 14:15,318869.5938
2018/7/27 14:30,320928.9024
2018/7/27 14:45,320459.1465
2018/7/27 15:00,334034.0598
2018/7/27 15:15,321268.6919
2018/7/27 15:30,321653.09
2018/7/27 15:45,321304.6485
2018/7/27 16:00,333953.6138
2018/7/27 16:15,323174.3692
2018/7/27 16:30,320191.7878
2018/7/27 16:45,322689.5931
2018/7/27 17:00,329717.4049
2018/7/27 17:15,320108.1269
2018/7/27 17:30,315439.8205
2018/7/27 17:45,309003.1993
2018/7/27 18:00,314348.9138
2018/7/27 18:15,300264.4644
2018/7/27 18:30,299107.4122
2018/7/27 18:45,300088.5456
2018/7/27 19:00,310620.4357
2018/7/27 19:15,299257.0347
2018/7/27 19:30,300126.1383
2018/7/27 19:45,300522.1859
2018/7/27 20:00,309630.2129
2018/7/27 20:15,298058.7281
2018/7/27 20:30,297595.0623
2018/7/27 20:45,297832.4368
2018/7/27 21:00,306827.8756
2018/7/27 21:15,296861.8764
2018/7/27 21:30,296368.0268
2018/7/27 21:45,297072.6114
2018/7/27 22:00,309564.5892
2018/7/27 22:15,301426.9984
2018/7/27 22:30,299710.5554
2018/7/27 22:45,300834.7347
2018/7/27 23:00,306783.5717
2018/7/27 23:15,297357.2162
2018/7/27 23:30,296544.8312
2018/7/27 23:45,293924.7775
2018/7/28 0:00,298730.4552
2018/7/28 0:15,287477.1381
2018/7/28 0:30,287175.78
2018/7/28 0:45,285548.9662
2018/7/28 1:00,291555.3235
2018/7/28 1:15,280217.1164
2018/7/28 1:30,293721.8247
2018/7/28 1:45,291454.6895
2018/7/28 2:00,280058.0879
2018/7/28 2:15,272139.4333
2018/7/28 2:30,272851.7922
2018/7/28 2:45,272455.1054
2018/7/28 3:00,277399.422
2018/7/28 3:15,269588.8842
2018/7/28 3:30,266503.8067
2018/7/28 3:45,263625.5803
2018/7/28 4:00,271284.3542
2018/7/28 4:15,262759.6939
2018/7/28 4:30,260694.0776
2018/7/28 4:45,259708.096
2018/7/28 5:00,265127.0167
2018/7/28 5:15,257193.5139
2018/7/28 5:30,258080.9158
2018/7/28 5:45,259284.321
2018/7/28 6:00,267402.5506
2018/7/28 6:15,260441.8485
2018/7/28 6:30,261872.3455
2018/7/28 6:45,263858.485
2018/7/28 7:00,271750.0813
2018/7/28 7:15,268616.5943
2018/7/28 7:30,284678.8788
2018/7/28 7:45,270479.4698
2018/7/28 8:00,283768.0077
2018/7/28 8:15,278098.6844
2018/7/28 8:30,284437.0209
2018/7/28 8:45,289224.2704
2018/7/28 9:00,303935.4684
2018/7/28 9:15,296569.2441
2018/7/28 9:30,300641.7815
2018/7/28 9:45,304123.9528
2018/7/28 10:00,319428.6199
2018/7/28 10:15,309659.2125
2018/7/28 10:30,312597.9602
2018/7/28 10:45,312512.2927
2018/7/28 11:00,327325.2438
2018/7/28 11:15,318606.4408
2018/7/28 11:30,318949.1549
2018/7/28 11:45,318172.4945
2018/7/28 12:00,323471.4716
2018/7/28 12:15,307891.299
2018/7/28 12:30,310363.389
2018/7/28 12:45,310242.8625
2018/7/28 13:00,321562.4563
2018/7/28 13:15,313757.0195
2018/7/28 13:30,314801.1186
2018/7/28 13:45,318251.7762
2018/7/28 14:00,330540.4829
2018/7/28 14:15,320422.3108
2018/7/28 14:30,322291.2995
2018/7/28 14:45,319600.0902
2018/7/28 15:00,331721.1234
2018/7/28 15:15,320850.0749
2018/7/28 15:30,319785.213
2018/7/28 15:45,320294.8287
2018/7/28 16:00,330632.4079
2018/7/28 16:15,334137.8221
2018/7/28 16:30,321900.2327
2018/7/28 16:45,318702.7224
2018/7/28 17:00,330637.6283
2018/7/28 17:15,318172.3022
2018/7/28 17:30,315987.8904
2018/7/28 17:45,310992.4011
2018/7/28 18:00,316941.4373
2018/7/28 18:15,303345.2497
2018/7/28 18:30,302836.5223
2018/7/28 18:45,303333.4321
2018/7/28 19:00,310666.5986
2018/7/28 19:15,303110.5767
2018/7/28 19:30,303299.7775
2018/7/28 19:45,304298.627
2018/7/28 20:00,311462.8867
2018/7/28 20:15,302540.0931
2018/7/28 20:30,301654.5667
2018/7/28 20:45,301714.2928
2018/7/28 21:00,308132.0201
2018/7/28 21:15,298567.766
2018/7/28 21:30,300629.5778
2018/7/28 21:45,300661.86
2018/7/28 22:00,314923.928
2018/7/28 22:15,305239.8787
2018/7/28 22:30,304087.1819
2018/7/28 22:45,303793.553
2018/7/28 23:00,311476.7151
2018/7/28 23:15,301124.2732
2018/7/28 23:30,300554.3352
2018/7/28 23:45,298829.4733
2018/7/29 0:00,305961.2594
2018/7/29 0:15,295804.0647
2018/7/29 0:30,292928.9969
2018/7/29 0:45,290730.411
2018/7/29 1:00,295987.7881
2018/7/29 1:15,285761.0381
2018/7/29 1:30,284439.0301
2018/7/29 1:45,282337.2559
2018/7/29 2:00,287683.7888
2018/7/29 2:15,277847.0061
2018/7/29 2:30,276727.3583
2018/7/29 2:45,274610.7771
2018/7/29 3:00,281887.1898
2018/7/29 3:15,271936.3229
2018/7/29 3:30,271033.945
2018/7/29 3:45,270936.9208
2018/7/29 4:00,273971.9569
2018/7/29 4:15,269372.9607
2018/7/29 4:30,267001.1355
2018/7/29 4:45,267407.0237
2018/7/29 5:00,272977.0857
2018/7/29 5:15,265606.892
2018/7/29 5:30,262553.9648
2018/7/29 5:45,262686.0837
2018/7/29 6:00,270273.7667
2018/7/29 6:15,265443.1043
2018/7/29 6:30,260433.1151
2018/7/29 6:45,263019.203
2018/7/29 7:00,271950.4348
2018/7/29 7:15,267622.1912
2018/7/29 7:30,267360.0228
2018/7/29 7:45,269490.3569
2018/7/29 8:00,280369.9487
2018/7/29 8:15,270423.6816
2018/7/29 8:30,275063.0267
2018/7/29 8:45,281269.9595
2018/7/29 9:00,293687.9824
2018/7/29 9:15,286270.3141
2018/7/29 9:30,290395.8697
2018/7/29 9:45,295118.0631
2018/7/29 10:00,307567.3591
2018/7/29 10:15,300425.4084
2018/7/29 10:30,300721.3784
2018/7/29 10:45,302705.8213
2018/7/29 11:00,315210.8908
2018/7/29 11:15,308359.2617
2018/7/29 11:30,309078.1501
2018/7/29 11:45,308214.5174
2018/7/29 12:00,315795.3439
2018/7/29 12:15,301122.1366
2018/7/29 12:30,302589.8096
2018/7/29 12:45,305492.1561
2018/7/29 13:00,315329.1009
2018/7/29 13:15,307283.38
2018/7/29 13:30,308818.8101
2018/7/29 13:45,311987.6585
2018/7/29 14:00,323327.1982
2018/7/29 14:15,312455.9862
2018/7/29 14:30,310083.0564
2018/7/29 14:45,306933.7071
2018/7/29 15:00,318416.7431
2018/7/29 15:15,308109.1088
2018/7/29 15:30,306156.9037
2018/7/29 15:45,305621.9375
2018/7/29 16:00,316184.9668
2018/7/29 16:15,303878.5199
2018/7/29 16:30,303893.4075
2018/7/29 16:45,304379.0884
2018/7/29 17:00,313770.9485
2018/7/29 17:15,304266.2286
2018/7/29 17:30,302052.9377
2018/7/29 17:45,297970.0649
2018/7/29 18:00,304593.2827
2018/7/29 18:15,291954.6676
2018/7/29 18:30,291838.5772
2018/7/29 18:45,292183.315
2018/7/29 19:00,298976.8742
2018/7/29 19:15,307267.1668
2018/7/29 19:30,292490.7408
2018/7/29 19:45,295085.029
2018/7/29 20:00,301213.5611
2018/7/29 20:15,292628.1367
2018/7/29 20:30,291798.3819
2018/7/29 20:45,292655.3591
2018/7/29 21:00,300194.5752
2018/7/29 21:15,292186.1788
2018/7/29 21:30,292380.7584
2018/7/29 21:45,307425.3027
2018/7/29 22:00,306438.8291
2018/7/29 22:15,300328.6882
2018/7/29 22:30,315632.4184
2018/7/29 22:45,300348.0163
2018/7/29 23:00,305758.3664
2018/7/29 23:15,298802.962
2018/7/29 23:30,311685.2476
2018/7/29 23:45,293161.9318
2018/7/30 0:00,299398.7956
2018/7/30 0:15,289030.8164
2018/7/30 0:30,287632.4044
2018/7/30 0:45,284696.0662
2018/7/30 1:00,288784.7008
2018/7/30 1:15,280563.7046
2018/7/30 1:30,280167.1588
2018/7/30 1:45,279489.3074
2018/7/30 2:00,283087.2911
2018/7/30 2:15,289560.9238
2018/7/30 2:30,275459.0896
2018/7/30 2:45,272513.789
2018/7/30 3:00,278391.8545
2018/7/30 3:15,270874.6799
2018/7/30 3:30,285475.6843
2018/7/30 3:45,267521.7871
2018/7/30 4:00,274914.3056
2018/7/30 4:15,264255.3383
2018/7/30 4:30,264768.3318
2018/7/30 4:45,263285.872
2018/7/30 5:00,269051.0294
2018/7/30 5:15,279093.3049
2018/7/30 5:30,263495.8064
2018/7/30 5:45,262852.0539
2018/7/30 6:00,269368.9329
2018/7/30 6:15,264069.4841
2018/7/30 6:30,263326.6302
2018/7/30 6:45,265751.6244
2018/7/30 7:00,274549.7019
2018/7/30 7:15,270050.3647
2018/7/30 7:30,274355.3227
2018/7/30 7:45,275793.0098
2018/7/30 8:00,289415.8719
2018/7/30 8:15,286409.6933
2018/7/30 8:30,295721.1459
2018/7/30 8:45,301252.8572
2018/7/30 9:00,331405.3605
2018/7/30 9:15,309913.3723
2018/7/30 9:30,313466.9373
2018/7/30 9:45,318502.0985
2018/7/30 10:00,331752.8231
2018/7/30 10:15,321453.6474
2018/7/30 10:30,323317.4819
2018/7/30 10:45,324871.3659
2018/7/30 11:00,340917.4732
2018/7/30 11:15,343757.7141
2018/7/30 11:30,330125.9891
2018/7/30 11:45,328975.8845
2018/7/30 12:00,336076.6371
2018/7/30 12:15,321929.4011
2018/7/30 12:30,321829.9861
2018/7/30 12:45,321281.5626
2018/7/30 13:00,328815.0722
2018/7/30 13:15,314866.3365
2018/7/30 13:30,312304.7475
2018/7/30 13:45,314033.0205
2018/7/30 14:00,324372.2879
2018/7/30 14:15,314926.7836
2018/7/30 14:30,317338.7928
2018/7/30 14:45,317359.2946
2018/7/30 15:00,329630.8641
2018/7/30 15:15,320196.0537
2018/7/30 15:30,321916.3164
2018/7/30 15:45,322984.1302
2018/7/30 16:00,334191.026
2018/7/30 16:15,321212.0301
2018/7/30 16:30,320984.9432
2018/7/30 16:45,320924.2686
2018/7/30 17:00,331162.8857
2018/7/30 17:15,320394.0563
2018/7/30 17:30,315678.7277
2018/7/30 17:45,311221.843
2018/7/30 18:00,314545.0512
2018/7/30 18:15,304449.6888
2018/7/30 18:30,301801.3527
2018/7/30 18:45,301550.076
2018/7/30 19:00,310508.802
2018/7/30 19:15,303668.6371
2018/7/30 19:30,303750.5492
2018/7/30 19:45,304484.4514
2018/7/30 20:00,311271.2822
2018/7/30 20:15,302285.2623
2018/7/30 20:30,301877.9509
2018/7/30 20:45,302462.1474
2018/7/30 21:00,309028.0002
2018/7/30 21:15,314044.5157
2018/7/30 21:30,300756.5322
2018/7/30 21:45,300729.8561
2018/7/30 22:00,311723.0388
2018/7/30 22:15,302683.2896
2018/7/30 22:30,302395.345
2018/7/30 22:45,302695.3954
2018/7/30 23:00,309388.8002
2018/7/30 23:15,302595.865
2018/7/30 23:30,302179.1535
2018/7/30 23:45,297613.2105
2018/7/31 0:00,306014.258
2018/7/31 0:15,295766.5466
2018/7/31 0:30,291648.5997
2018/7/31 0:45,287142.5551
2018/7/31 1:00,291904.2916
2018/7/31 1:15,281202.6128
2018/7/31 1:30,278871.6957
2018/7/31 1:45,276999.5294
2018/7/31 2:00,284150.7357
2018/7/31 2:15,291981.6011
2018/7/31 2:30,275963.3042
2018/7/31 2:45,270955.5593
2018/7/31 3:00,278471.6998
2018/7/31 3:15,271190.9936
2018/7/31 3:30,269985.5128
2018/7/31 3:45,268958.2399
2018/7/31 4:00,274786.7426
2018/7/31 4:15,264318.6103
2018/7/31 4:30,265006.2601
2018/7/31 4:45,263925.4558
2018/7/31 5:00,270317.826
2018/7/31 5:15,263196.7296
2018/7/31 5:30,260254.8648
2018/7/31 5:45,260985.1556
2018/7/31 6:00,269961.0857
2018/7/31 6:15,261349.3742
2018/7/31 6:30,263365.0517
2018/7/31 6:45,266062.3267
2018/7/31 7:00,271377.1393
2018/7/31 7:15,269821.6001
2018/7/31 7:30,270051.5254
2018/7/31 7:45,273607.2816
2018/7/31 8:00,287156.3769
2018/7/31 8:15,283008.5412
2018/7/31 8:30,293203.6877
2018/7/31 8:45,297992.6295
2018/7/31 9:00,314636.6112
2018/7/31 9:15,307224.6226
2018/7/31 9:30,310401.9473
2018/7/31 9:45,329258.2289
2018/7/31 10:00,329878.9081
2018/7/31 10:15,321318.6928
2018/7/31 10:30,323001.6918
2018/7/31 10:45,324493.445
2018/7/31 11:00,338377.7882
2018/7/31 11:15,327085.1975
2018/7/31 11:30,327113.3419
2018/7/31 11:45,327724.4594
2018/7/31 12:00,334413.223
2018/7/31 12:15,317085.4241
2018/7/31 12:30,318830.6398
2018/7/31 12:45,316910.6715
2018/7/31 13:00,328319.7691
2018/7/31 13:15,316248.0998
2018/7/31 13:30,314050.1796
2018/7/31 13:45,314764.6889
2018/7/31 14:00,325220.263
2018/7/31 14:15,316871.8847
2018/7/31 14:30,316537.8243
2018/7/31 14:45,317975.9391
2018/7/31 15:00,331132.9851
2018/7/31 15:15,320172.1688
2018/7/31 15:30,321074.1254
2018/7/31 15:45,322190.2155
2018/7/31 16:00,332413.5416
2018/7/31 16:15,322260.4295
2018/7/31 16:30,323071.7768
2018/7/31 16:45,323167.128
2018/7/31 17:00,333381.6563
2018/7/31 17:15,322442.1455
2018/7/31 17:30,319349.6812
2018/7/31 17:45,314224.9194
2018/7/31 18:00,319514.8656
2018/7/31 18:15,306305.4785
2018/7/31 18:30,305752.8785
2018/7/31 18:45,303219.8192
2018/7/31 19:00,308519.6786
2018/7/31 19:15,302528.9972
2018/7/31 19:30,302802.8391
2018/7/31 19:45,305402.5112
2018/7/31 20:00,308213.4623
2018/7/31 20:15,300388.1508
2018/7/31 20:30,300148.9093
2018/7/31 20:45,301341.9017
2018/7/31 21:00,309181.4556
2018/7/31 21:15,300101.9006
2018/7/31 21:30,300020.0435
2018/7/31 21:45,299951.793
2018/7/31 22:00,311421.5668
2018/7/31 22:15,305773.5945
2018/7/31 22:30,320699.95
2018/7/31 22:45,321046.2847
2018/7/31 23:00,312944.6737
2018/7/31 23:15,304161.5757
2018/7/31 23:30,302392.6243
2018/7/31 23:45,312974.0145
2018/8/1 0:00,302616.2719
2018/8/1 0:15,290171.203
2018/8/1 0:30,288060.5078
2018/8/1 0:45,285423.9299
2018/8/1 1:00,307714.8932
2018/8/1 1:15,285734.442
2018/8/1 1:30,284354.6886
2018/8/1 1:45,282582.6119
2018/8/1 2:00,286883.1671
2018/8/1 2:15,280193.264
2018/8/1 2:30,277525.1268
2018/8/1 2:45,277393.2076
2018/8/1 3:00,281349.912
2018/8/1 3:15,273588.8597
2018/8/1 3:30,271029.0957
2018/8/1 3:45,269108.699
2018/8/1 4:00,275310.0166
2018/8/1 4:15,266441.0976
2018/8/1 4:30,265096.485
2018/8/1 4:45,262229.6053
2018/8/1 5:00,267552.5465
2018/8/1 5:15,262822.4517
2018/8/1 5:30,262257.6874
2018/8/1 5:45,262180.2828
2018/8/1 6:00,266858.9722
2018/8/1 6:15,262176.9741
2018/8/1 6:30,260463.6384
2018/8/1 6:45,265353.4065
2018/8/1 7:00,271914.7954
2018/8/1 7:15,268901.5713
2018/8/1 7:30,271684.7044
2018/8/1 7:45,274822.1378
2018/8/1 8:00,284636.0258
2018/8/1 8:15,299175.1358
2018/8/1 8:30,290248.4971
2018/8/1 8:45,296280.0924
2018/8/1 9:00,311292.5791
2018/8/1 9:15,303824.6511
2018/8/1 9:30,307316.3929
2018/8/1 9:45,310089.8585
2018/8/1 10:00,326355.4094
2018/8/1 10:15,315358.7289
2018/8/1 10:30,316348.843
2018/8/1 10:45,317797.8112
2018/8/1 11:00,331302.9314
2018/8/1 11:15,321477.5827
2018/8/1 11:30,321876.1163
2018/8/1 11:45,320985.9479
2018/8/1 12:00,329172.2865
2018/8/1 12:15,314113.7846
2018/8/1 12:30,315247.961
2018/8/1 12:45,316443.1047
2018/8/1 13:00,328696.0876
2018/8/1 13:15,318456.8348
2018/8/1 13:30,318521.5774
2018/8/1 13:45,320723.3791
2018/8/1 14:00,332569.9622
2018/8/1 14:15,322492.5372
2018/8/1 14:30,323263.6479
2018/8/1 14:45,323120.729
2018/8/1 15:00,334544.5489
2018/8/1 15:15,322822.4046
2018/8/1 15:30,322222.8285
2018/8/1 15:45,324187.6578
2018/8/1 16:00,333679.2221
2018/8/1 16:15,322086.5904
2018/8/1 16:30,321300.8202
2018/8/1 16:45,321162.0171
2018/8/1 17:00,332166.3767
2018/8/1 17:15,323149.136
2018/8/1 17:30,318554.1367
2018/8/1 17:45,313341.3866
2018/8/1 18:00,319490.2961
2018/8/1 18:15,321196.9067
2018/8/1 18:30,304388.144
2018/8/1 18:45,304938.0608
2018/8/1 19:00,314485.7365
2018/8/1 19:15,307781.2094
2018/8/1 19:30,307445.6656
2018/8/1 19:45,307031.1315
2018/8/1 20:00,315262.626
2018/8/1 20:15,305753.9669
2018/8/1 20:30,306560.3806
2018/8/1 20:45,306785.4383
2018/8/1 21:00,316206.4787
2018/8/1 21:15,307668.5918
2018/8/1 21:30,308189.1749
2018/8/1 21:45,308617.6075
2018/8/1 22:00,320232.6447
2018/8/1 22:15,313741.0048
2018/8/1 22:30,314073.6392
2018/8/1 22:45,315772.9974
2018/8/1 23:00,320066.0797
2018/8/1 23:15,312074.9903
2018/8/1 23:30,309970.0146
2018/8/1 23:45,321671.5484
2018/8/2 0:00,312937.2703
2018/8/2 0:15,303546.8547
2018/8/2 0:30,300242.4294
2018/8/2 0:45,297950.8316
2018/8/2 1:00,302495.99
2018/8/2 1:15,293358.3999
2018/8/2 1:30,290557.2
2018/8/2 1:45,289112.5475
2018/8/2 2:00,295115.7961
2018/8/2 2:15,286305.9756
2018/8/2 2:30,284084.4012
2018/8/2 2:45,285053.1708
2018/8/2 3:00,287725.3678
2018/8/2 3:15,281465.8465
2018/8/2 3:30,278776.0924
2018/8/2 3:45,274922.4898
2018/8/2 4:00,282278.8689
2018/8/2 4:15,276464.2073
2018/8/2 4:30,274360.3399
2018/8/2 4:45,271386.6602
2018/8/2 5:00,280490.7035
2018/8/2 5:15,272192.5219
2018/8/2 5:30,270656.6146
2018/8/2 5:45,271794.4345
2018/8/2 6:00,277846.4029
2018/8/2 6:15,271197.062
2018/8/2 6:30,272073.4652
2018/8/2 6:45,274451.8286
2018/8/2 7:00,277933.1535
2018/8/2 7:15,274124.2533
2018/8/2 7:30,277656.2803
2018/8/2 7:45,280528.9386
2018/8/2 8:00,307472.4939
2018/8/2 8:15,290078.8335
2018/8/2 8:30,297572.6927
2018/8/2 8:45,303181.9053
2018/8/2 9:00,318537.3793
2018/8/2 9:15,310727.4659
2018/8/2 9:30,314704.3981
2018/8/2 9:45,319067.5713
2018/8/2 10:00,347313.1749
2018/8/2 10:15,324511.156
2018/8/2 10:30,325076.7794
2018/8/2 10:45,326873.1869
2018/8/2 11:00,330044.3669
2018/8/2 11:15,331735.4118
2018/8/2 11:30,331730.5637
2018/8/2 11:45,330975.9411
2018/8/2 12:00,334478.4437
2018/8/2 12:15,320183.4618
2018/8/2 12:30,321649.831
2018/8/2 12:45,321360.7851
2018/8/2 13:00,332305.1745
2018/8/2 13:15,325236.2713
2018/8/2 13:30,326468.3558
2018/8/2 13:45,328219.6648
2018/8/2 14:00,335310.9234
2018/8/2 14:15,332091.5606
2018/8/2 14:30,330716.6043
2018/8/2 14:45,331059.6959
2018/8/2 15:00,338720.5188
2018/8/2 15:15,329657.9665
2018/8/2 15:30,329879.559
2018/8/2 15:45,330280.8294
2018/8/2 16:00,336224.2568
2018/8/2 16:15,330464.9433
2018/8/2 16:30,329745.699
2018/8/2 16:45,330021.7864
2018/8/2 17:00,334311.0408
2018/8/2 17:15,327795.6289
2018/8/2 17:30,323865.7876
2018/8/2 17:45,320505.6456
2018/8/2 18:00,318835.4769
2018/8/2 18:15,310658.5931
2018/8/2 18:30,309808.6045
2018/8/2 18:45,309814.4287
2018/8/2 19:00,313882.111
2018/8/2 19:15,311040.1532
2018/8/2 19:30,313593.8933
2018/8/2 19:45,315665.6209
2018/8/2 20:00,317147.5423
2018/8/2 20:15,313255.1235
2018/8/2 20:30,312081.9588
2018/8/2 20:45,312291.633
2018/8/2 21:00,316193.8421
2018/8/2 21:15,309665.2265
2018/8/2 21:30,311726.4452
2018/8/2 21:45,310302.066
2018/8/2 22:00,316242.7159
2018/8/2 22:15,314109.3856
2018/8/2 22:30,316767.7567
2018/8/2 22:45,314739.7702
2018/8/2 23:00,318576.2368
2018/8/2 23:15,313056.3585
2018/8/2 23:30,311938.2195
2018/8/2 23:45,308001.0449
2018/8/3 0:00,309674.9403
2018/8/3 0:15,305149.9732
2018/8/3 0:30,318897.5858
2018/8/3 0:45,302858.2035
2018/8/3 1:00,300112.247
2018/8/3 1:15,295273.8015
2018/8/3 1:30,295523.0871
2018/8/3 1:45,291141.3194
2018/8/3 2:00,294770.877
2018/8/3 2:15,289548.6884
2018/8/3 2:30,287877.7118
2018/8/3 2:45,286111.1109
2018/8/3 3:00,287200.7168
2018/8/3 3:15,283426.4349
2018/8/3 3:30,281951.4311
2018/8/3 3:45,279616.3515
2018/8/3 4:00,281216.4039
2018/8/3 4:15,280312.5548
2018/8/3 4:30,279684.2529
2018/8/3 4:45,276300.6364
2018/8/3 5:00,280770.0839
2018/8/3 5:15,276594.287
2018/8/3 5:30,274907.2343
2018/8/3 5:45,274889.6997
2018/8/3 6:00,277380.6245
2018/8/3 6:15,275338.1225
2018/8/3 6:30,272940.9074
2018/8/3 6:45,276523.1859
2018/8/3 7:00,278163.2872
2018/8/3 7:15,275383.6114
2018/8/3 7:30,279311.3999
2018/8/3 7:45,282226.6758
2018/8/3 8:00,288903.6022
2018/8/3 8:15,293481.7662
2018/8/3 8:30,298459.8986
2018/8/3 8:45,302838.1631
2018/8/3 9:00,314592.438
2018/8/3 9:15,310757.19
2018/8/3 9:30,314267.0142
2018/8/3 9:45,317439.8702
2018/8/3 10:00,328464.3692
2018/8/3 10:15,322530.0167
2018/8/3 10:30,323834.893
2018/8/3 10:45,324877.8517
2018/8/3 11:00,337318.6878
2018/8/3 11:15,330483.3547
2018/8/3 11:30,331351.6781
2018/8/3 11:45,327253.3353
2018/8/3 12:00,330611.2356
2018/8/3 12:15,317810.4118
2018/8/3 12:30,318768.6822
2018/8/3 12:45,319734.4637
2018/8/3 13:00,329406.078
2018/8/3 13:15,322465.1237
2018/8/3 13:30,320333.7858
2018/8/3 13:45,322794.6543
2018/8/3 14:00,331813.0663
2018/8/3 14:15,324790.766
2018/8/3 14:30,320625.9602
2018/8/3 14:45,320211.7315
2018/8/3 15:00,322916.147
2018/8/3 15:15,315734.0758
2018/8/3 15:30,316712.3157
2018/8/3 15:45,317337.1818
2018/8/3 16:00,326948.6313
2018/8/3 16:15,318619.9825
2018/8/3 16:30,318153.7414
2018/8/3 16:45,319665.4871
2018/8/3 17:00,339869.4327
2018/8/3 17:15,318817.6265
2018/8/3 17:30,314639.1942
2018/8/3 17:45,311489.6374
2018/8/3 18:00,312495.2104
2018/8/3 18:15,300988.4402
2018/8/3 18:30,299432.597
2018/8/3 18:45,301296.6897
2018/8/3 19:00,308430.8916
2018/8/3 19:15,302018.2399
2018/8/3 19:30,301967.3832
2018/8/3 19:45,301232.2758
2018/8/3 20:00,309740.6825
2018/8/3 20:15,298938.4089
2018/8/3 20:30,298744.4896
2018/8/3 20:45,299101.7652
2018/8/3 21:00,306947.3213
2018/8/3 21:15,297175.7638
2018/8/3 21:30,296144.7075
2018/8/3 21:45,294866.8761
2018/8/3 22:00,306848.8308
2018/8/3 22:15,299799.3972
2018/8/3 22:30,301893.9184
2018/8/3 22:45,300381.1299
2018/8/3 23:00,306285.7279
2018/8/3 23:15,299369.1285
2018/8/3 23:30,297897.1519
2018/8/3 23:45,297819.8216
2018/8/4 0:00,301993.5887
2018/8/4 0:15,291731.9242
2018/8/4 0:30,295030.2002
2018/8/4 0:45,286966.4298
2018/8/4 1:00,293832.7475
2018/8/4 1:15,282169.9193
2018/8/4 1:30,281643.8316
2018/8/4 1:45,295931.444
2018/8/4 2:00,284109.1074
2018/8/4 2:15,277918.8364
2018/8/4 2:30,275424.9275
2018/8/4 2:45,273734.4221
2018/8/4 3:00,279032.1418
2018/8/4 3:15,274066.6052
2018/8/4 3:30,270463.5756
